,Year,JAN,FEB,MAR,APR,MAY,JUNE,JULY,AUG,SEPT,OCT,NOV,DEC,Total,park_code
1504,1997,62611,97507.0,211361.0,197250.0,311425.0,389042.0,1065186.0,426265.0,190646.0,181724.0,166638.0,120421.0,3420076,JEFF
1505,1996,63494,106024.0,185933.0,248396.0,304092.0,409102.0,1112483.0,478065.0,234115.0,199491.0,165836.0,142277.0,3649308,JEFF
1506,1995,58359,73900.0,150289.0,200308.0,261399.0,280141.0,1119793.0,450108.0,241066.0,210421.0,140956.0,48237.0,3234977,JEFF
1507,1994,47360,68141.0,138516.0,187363.0,252045.0,331747.0,559553.0,406300.0,179511.0,156488.0,131116.0,95556.0,2553696,JEFF
1508,1993,56318,52027.0,123761.0,204032.0,244134.0,326193.0,614888.0,358665.0,175083.0,173035.0,122254.0,89350.0,2539740,JEFF
1509,1992,67373,78498.0,130784.0,170422.0,256760.0,376992.0,491742.0,446292.0,108828.0,99176.0,106173.0,82474.0,2415514,JEFF
1510,1991,39911,75205.0,148390.0,155087.0,245986.0,382658.0,599457.0,487351.0,164229.0,127076.0,105656.0,91419.0,2622425,JEFF
1511,1990,61725,66155.0,126148.0,188054.0,250974.0,324726.0,478942.0,389144.0,186605.0,125511.0,135325.0,49303.0,2382612,JEFF
1512,1989,52249,51102.0,136807.0,158218.0,287917.0,353313.0,497257.0,435233.0,200868.0,150722.0,138697.0,56329.0,2518712,JEFF
1513,1988,54154,56594.0,135373.0,153873.0,223331.0,353664.0,506521.0,450277.0,206395.0,126751.0,132260.0,78265.0,2477458,JEFF
1514,1987,46643,57686.0,124320.0,145255.0,214715.0,349130.0,431950.0,465240.0,179541.0,163513.0,113015.0,73686.0,2364694,JEFF
1515,1986,45923,43865.0,136040.0,134214.0,233937.0,351202.0,466500.0,460165.0,131969.0,134084.0,103631.0,69617.0,2311147,JEFF
1516,1985,34354,37763.0,95488.0,158653.0,222382.0,290404.0,449538.0,384773.0,155722.0,138178.0,106839.0,66222.0,2140316,JEFF
1517,1984,41964,46033.0,90314.0,133515.0,167782.0,242427.0,352008.0,328023.0,120275.0,95702.0,59624.0,32326.0,1709993,JEFF
1518,1983,41019,57168.0,87329.0,127437.0,185436.0,272558.0,1335228.0,391658.0,154639.0,129623.0,110935.0,54992.0,2948022,JEFF
1519,1982,29628,39169.0,93008.0,156231.0,211103.0,324863.0,1341013.0,390975.0,143851.0,115326.0,81745.0,40411.0,2967323,JEFF
1520,1981,56719,49198.0,91646.0,124140.0,190602.0,269241.0,813587.0,363913.0,113056.0,87143.0,74186.0,48830.0,2282261,JEFF
1521,1980,41431,46423.0,99144.0,131521.0,187344.0,306820.0,346815.0,376874.0,111161.0,113203.0,104958.0,63131.0,1928825,JEFF
1522,1979,22299,38053.0,79618.0,110796.0,188055.0,247762.0,356023.0,364699.0,174082.0,107037.0,98736.0,72271.0,1859431,JEFF
1523,2019,225056,213050.0,451228.0,562265.0,618598.0,643821.0,756860.0,700896.0,578852.0,551558.0,347847.0,324380.0,5974411,GRCA
1524,2018,257366,265949.0,503284.0,549416.0,637703.0,673474.0,799765.0,744826.0,615783.0,555094.0,408794.0,369041.0,6380495,GRCA
1525,2017,217102,239154.0,502739.0,590006.0,606247.0,726916.0,837258.0,745613.0,571946.0,529825.0,349326.0,338106.0,6254238,GRCA
1526,2016,189103,214361.0,504295.0,464922.0,588591.0,700421.0,839086.0,743158.0,578006.0,517791.0,333204.0,296873.0,5969811,GRCA
1527,2015,191781,224311.0,437563.0,486989.0,541338.0,614938.0,714911.0,793412.0,525090.0,444363.0,273558.0,272482.0,5520736,GRCA
1528,2014,173458,176364.0,353920.0,320348.0,463713.0,563375.0,621953.0,671027.0,488359.0,410933.0,256705.0,256616.0,4756771,GRCA
1529,2013,143405,145356.0,359799.0,375899.0,468178.0,613479.0,728543.0,633026.0,465665.0,197742.0,217733.0,216015.0,4564840,GRCA
1530,2012,141357,141305.0,291120.0,389777.0,416363.0,549688.0,647953.0,610680.0,448925.0,376225.0,221927.0,186032.0,4421352,GRCA
1531,2011,139029,120726.0,304583.0,388363.0,419569.0,544089.0,654871.0,595265.0,410636.0,348203.0,201809.0,171035.0,4298178,GRCA
1532,2010,120409,124573.0,312903.0,375136.0,399037.0,555941.0,647636.0,629167.0,477863.0,359758.0,219474.0,166489.0,4388386,GRCA
1533,2009,135463,132865.0,310717.0,393469.0,432940.0,529833.0,658993.0,600442.0,425737.0,352207.0,214355.0,161047.0,4348068,GRCA
1534,2008,123600,146730.0,358409.0,377542.0,453651.0,530291.0,644915.0,633985.0,433030.0,359396.0,209843.0,153922.0,4425314,GRCA
1535,2007,139636,155049.0,332226.0,431874.0,443773.0,515106.0,604185.0,580670.0,424493.0,362602.0,235217.0,188837.0,4413668,GRCA
1536,2006,163222,178982.0,296498.0,419253.0,451576.0,509456.0,578208.0,507951.0,399117.0,352556.0,239306.0,183314.0,4279439,GRCA
1537,2005,132660,151719.0,356357.0,380473.0,444253.0,594410.0,611813.0,572431.0,392835.0,335518.0,230597.0,198456.0,4401522,GRCA
1538,2004,150345,148379.0,313056.0,409645.0,444078.0,529486.0,625584.0,549643.0,425037.0,333874.0,219953.0,177154.0,4326234,GRCA
1539,2003,156481,148388.0,274120.0,340245.0,398371.0,536251.0,603109.0,550855.0,377719.0,335317.0,220124.0,183920.0,4124900,GRCA
1540,2002,141451,147784.0,295462.0,331852.0,408987.0,502154.0,568408.0,520331.0,368543.0,324351.0,217586.0,175065.0,4001974,GRCA
1541,2001,152246,133442.0,304407.0,363932.0,446090.0,517870.0,620638.0,565883.0,348445.0,287259.0,192539.0,172058.0,4104809,GRCA
1542,2000,153667,159129.0,310278.0,392888.0,459685.0,528779.0,624033.0,590701.0,474295.0,368560.0,205567.0,192646.0,4460228,GRCA
1543,1999,154225,168127.0,367827.0,345769.0,456674.0,564036.0,655350.0,608486.0,491822.0,378777.0,206084.0,177947.0,4575124,GRCA
1544,1998,133187,135141.0,248949.0,401811.0,444044.0,532945.0,586676.0,600640.0,421853.0,375993.0,209611.0,148832.0,4239682,GRCA
1545,1997,133291,174087.0,347740.0,324011.0,465990.0,540275.0,730341.0,591024.0,599107.0,444433.0,251808.0,189561.0,4791668,GRCA
1546,1996,147909,171968.0,302054.0,364219.0,477093.0,577194.0,691310.0,580705.0,499011.0,387665.0,188612.0,149963.0,4537703,GRCA
1547,1995,124843,158170.0,286118.0,371843.0,464743.0,665255.0,678871.0,678492.0,439849.0,381572.0,166568.0,141321.0,4557645,GRCA
1548,1994,137426,136008.0,321076.0,317331.0,430834.0,539256.0,684303.0,656675.0,447284.0,348792.0,192207.0,153124.0,4364316,GRCA
1549,1993,113555,124186.0,267508.0,326969.0,462722.0,610570.0,755833.0,744485.0,481004.0,356060.0,186556.0,146154.0,4575602,GRCA
1550,1992,106718,129889.0,215840.0,344954.0,434452.0,553547.0,658700.0,648030.0,468743.0,325158.0,184552.0,132962.0,4203545,GRCA
1551,1991,119713,137010.0,173728.0,262163.0,420242.0,530436.0,583108.0,561165.0,451446.0,361865.0,181771.0,103384.0,3886031,GRCA
1552,1990,118005,131958.0,256088.0,314388.0,410498.0,472277.0,534498.0,528984.0,403743.0,283512.0,197985.0,124749.0,3776685,GRCA
1553,1989,107390,128648.0,261150.0,280218.0,409344.0,543782.0,542509.0,536221.0,440897.0,345439.0,225092.0,145519.0,3966209,GRCA
1554,1988,96995,133142.0,273551.0,240519.0,387946.0,523647.0,557670.0,550873.0,462806.0,328960.0,196874.0,106903.0,3859886,GRCA
1555,1987,94561,110009.0,188661.0,294786.0,352013.0,457635.0,485310.0,525178.0,425004.0,299263.0,168321.0,112289.0,3513030,GRCA
1556,1986,75573,94361.0,201642.0,215037.0,318732.0,407145.0,456542.0,437652.0,312678.0,247244.0,151811.0,117370.0,3035787,GRCA
1557,1985,54330,66986.0,143335.0,217613.0,295024.0,391629.0,411347.0,366036.0,304431.0,240488.0,114023.0,106287.0,2711529,GRCA
1558,1984,60598,72688.0,123699.0,169412.0,249813.0,332759.0,369741.0,260758.0,220356.0,148330.0,104114.0,61316.0,2173584,GRCA
1559,1983,49146,65862.0,118768.0,141134.0,233043.0,364817.0,400961.0,305589.0,226922.0,181782.0,94483.0,65575.0,2248082,GRCA
1560,1982,44969,58210.0,106235.0,167891.0,212009.0,372127.0,369983.0,364548.0,254192.0,188615.0,90586.0,63762.0,2293127,GRCA
1561,1981,87337,88570.0,119264.0,205490.0,244709.0,364113.0,398756.0,378831.0,247606.0,185318.0,83734.0,68542.0,2472270,GRCA
1562,1980,55634,40800.0,111283.0,135657.0,300940.0,231093.0,382961.0,379099.0,264391.0,194043.0,119440.0,89632.0,2304973,GRCA
1563,1979,37002,46043.0,91927.0,123643.0,205048.0,297877.0,338935.0,350694.0,294206.0,187335.0,98410.0,60596.0,2131716,GRCA
1564,2019,21,37.0,40.0,21.0,28944.0,91280.0,120632.0,78129.0,33346.0,4121.0,7.0,23.0,356601,KEFJ
1565,2018,30,39.0,34.0,21.0,24810.0,73689.0,99606.0,85055.0,35090.0,3149.0,29.0,44.0,321596,KEFJ
1566,2017,27,46.0,31.0,16.0,26598.0,75399.0,100682.0,64760.0,31297.0,4707.0,12.0,23.0,303598,KEFJ
1567,2016,5,18.0,17.0,281.0,26326.0,79499.0,107851.0,90335.0,37921.0,4180.0,39.0,62.0,346534,KEFJ
1568,2015,10,19.0,19.0,13.0,27483.0,65558.0,88310.0,80699.0,29213.0,4785.0,563.0,25.0,296697,KEFJ
1569,2014,0,79.0,19.0,2.0,21907.0,62333.0,83496.0,74958.0,24900.0,2944.0,0.0,28.0,270666,KEFJ
1570,2013,80,264.0,54.0,0.0,14106.0,62796.0,87383.0,72135.0,45303.0,1201.0,68.0,112.0,283502,KEFJ
1571,2012,48,75.0,95.0,3.0,14577.0,67696.0,84556.0,72320.0,41563.0,111.0,118.0,117.0,281279,KEFJ
1572,2011,0,0.0,0.0,0.0,19431.0,58675.0,84204.0,58960.0,125582.0,0.0,0.0,0.0,346852,KEFJ
1573,2010,50,46.0,127.0,40.0,17651.0,56375.0,73916.0,63456.0,82895.0,0.0,39.0,3001.0,297596,KEFJ
1574,2009,53,170.0,131.0,37.0,20862.0,53069.0,58793.0,61289.0,21783.0,2149.0,8.0,14.0,218358,KEFJ
1575,2008,223,173.0,224.0,0.0,14286.0,68501.0,83794.0,80307.0,23288.0,1373.0,21.0,0.0,272190,KEFJ
1576,2007,184,121.0,114.0,2.0,15744.0,69895.0,89462.0,78738.0,26340.0,3952.0,31.0,21.0,284604,KEFJ
1577,2006,24,87.0,305.0,250.0,15817.0,62450.0,87060.0,59752.0,25455.0,309.0,5.0,116.0,251630,KEFJ
1578,2005,11,89.0,25.0,249.0,19241.0,60602.0,82374.0,66226.0,25444.0,3592.0,439.0,5.0,258297,KEFJ
1579,2004,132,229.0,282.0,218.0,15022.0,57374.0,76334.0,66673.0,26569.0,1352.0,27.0,20.0,244232,KEFJ
1580,2003,75,43.0,69.0,1090.0,15440.0,54455.0,76258.0,63980.0,23376.0,7400.0,1423.0,110.0,243719,KEFJ
1581,2002,122,22.0,365.0,640.0,17726.0,59572.0,82112.0,64425.0,24661.0,998.0,694.0,462.0,251799,KEFJ
1582,2001,279,251.0,353.0,650.0,17760.0,64955.0,83544.0,67655.0,23224.0,3427.0,156.0,99.0,262353,KEFJ
1583,2000,278,95.0,500.0,717.0,19902.0,56198.0,80558.0,67918.0,24743.0,2942.0,685.0,254.0,254790,KEFJ
1584,1999,421,231.0,577.0,3029.0,19274.0,68653.0,94973.0,74080.0,26040.0,2818.0,211.0,366.0,290673,KEFJ
1585,1998,222,182.0,611.0,3150.0,28121.0,55608.0,70335.0,63368.0,35157.0,6941.0,111.0,142.0,263948,KEFJ
1586,1997,59,99.0,353.0,680.0,23280.0,78741.0,77501.0,56426.0,42835.0,25952.0,132.0,106.0,306164,KEFJ
1587,1996,97,237.0,353.0,3140.0,22299.0,54686.0,89130.0,70385.0,30579.0,2883.0,89.0,156.0,274034,KEFJ
1588,1995,355,248.0,445.0,1017.0,12947.0,54800.0,65722.0,60840.0,31676.0,2397.0,31.0,179.0,230657,KEFJ
1589,1994,411,211.0,467.0,1395.0,10900.0,56626.0,64573.0,46603.0,21967.0,5428.0,677.0,258.0,209516,KEFJ
1590,1993,370,222.0,908.0,1964.0,14798.0,47838.0,54839.0,42379.0,18956.0,5278.0,2001.0,159.0,189712,KEFJ
1591,1992,163,177.0,392.0,626.0,5296.0,21337.0,39061.0,26942.0,12216.0,981.0,258.0,681.0,108130,KEFJ
1592,1991,103,105.0,185.0,436.0,6857.0,21531.0,34153.0,27653.0,12650.0,3040.0,219.0,109.0,107041,KEFJ
1593,1990,100,99.0,252.0,649.0,4736.0,15256.0,19447.0,17237.0,5629.0,2453.0,143.0,114.0,66115,KEFJ
1594,1989,147,88.0,336.0,1178.0,5026.0,15633.0,25446.0,18898.0,5253.0,1065.0,2369.0,118.0,75557,KEFJ
1595,1988,95,76.0,134.0,210.0,1946.0,11348.0,21010.0,16351.0,6747.0,588.0,412.0,100.0,59017,KEFJ
1596,1987,156,133.0,217.0,454.0,3471.0,11499.0,21086.0,19044.0,3458.0,650.0,242.0,18.0,60428,KEFJ
1597,1986,97,112.0,201.0,231.0,2886.0,9356.0,16560.0,17664.0,5715.0,466.0,791.0,217.0,54296,KEFJ
1598,1985,195,225.0,482.0,376.0,3032.0,6074.0,12491.0,8167.0,3904.0,529.0,108.0,175.0,35758,KEFJ
1599,1984,75,54.0,255.0,413.0,1760.0,4695.0,8964.0,8544.0,4414.0,924.0,392.0,213.0,30703,KEFJ
1600,1983,33,159.0,194.0,172.0,1195.0,2451.0,8474.0,7531.0,2794.0,711.0,91.0,243.0,24048,KEFJ
1601,1982,35,94.0,144.0,150.0,1039.0,1840.0,5439.0,5724.0,1468.0,92.0,35.0,58.0,16118,KEFJ
1602,2019,1098,695.0,764.0,808.0,778.0,1398.0,1750.0,1770.0,1538.0,1987.0,1569.0,1611.0,15766,KOVA
1603,2018,1089,691.0,771.0,858.0,825.0,1274.0,1507.0,1541.0,1404.0,1880.0,1652.0,1445.0,14937,KOVA
1604,2017,1400,800.0,900.0,900.0,900.0,1200.0,1500.0,1600.0,1600.0,1800.0,1500.0,1400.0,15500,KOVA
1605,2016,1400,800.0,900.0,900.0,900.0,1200.0,1500.0,1600.0,1600.0,1800.0,1500.0,1400.0,15500,KOVA
1606,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,KOVA
1607,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,KOVA
1608,2013,2900,900.0,925.0,900.0,950.0,800.0,900.0,800.0,1150.0,1250.0,4200.0,1200.0,16875,KOVA
1609,2012,1050,1000.0,1400.0,1600.0,1600.0,2300.0,3000.0,3700.0,4400.0,3800.0,3200.0,2500.0,29550,KOVA
1610,2011,253,455.0,650.0,699.0,728.0,1200.0,1250.0,1150.0,1300.0,1400.0,1200.0,1200.0,11485,KOVA
1611,2010,101,101.0,133.0,265.0,223.0,268.0,288.0,279.0,413.0,419.0,379.0,295.0,3164,KOVA
1612,2009,84,48.0,58.0,85.0,85.0,323.0,277.0,290.0,112.0,212.0,128.0,177.0,1879,KOVA
1613,2008,61,70.0,95.0,45.0,66.0,165.0,293.0,247.0,259.0,106.0,80.0,78.0,1565,KOVA
1614,2007,21,20.0,46.0,53.0,63.0,81.0,144.0,141.0,67.0,100.0,78.0,33.0,847,KOVA
1615,2006,101,121.0,177.0,126.0,132.0,564.0,430.0,489.0,530.0,160.0,125.0,50.0,3005,KOVA
1616,2005,94,110.0,274.0,268.0,220.0,538.0,820.0,719.0,780.0,968.0,141.0,105.0,5037,KOVA
1617,2004,90,99.0,260.0,258.0,183.0,650.0,800.0,700.0,700.0,820.0,96.0,88.0,4744,KOVA
1618,2003,80,100.0,200.0,300.0,435.0,650.0,719.0,749.0,500.0,100.0,82.0,91.0,4006,KOVA
1619,2002,50,100.0,300.0,500.0,676.0,291.0,661.0,738.0,400.0,55.0,200.0,75.0,4046,KOVA
1620,2001,50,100.0,300.0,500.0,703.0,382.0,591.0,724.0,712.0,55.0,55.0,45.0,4217,KOVA
1621,2000,200,100.0,100.0,50.0,119.0,364.0,523.0,650.0,400.0,50.0,50.0,40.0,2646,KOVA
1622,1999,50,100.0,300.0,300.0,510.0,1164.0,1810.0,1036.0,639.0,200.0,100.0,100.0,6309,KOVA
1623,1998,50,100.0,300.0,300.0,400.0,500.0,1200.0,1300.0,1000.0,200.0,100.0,100.0,5550,KOVA
1624,1997,95,140.0,185.0,320.0,370.0,380.0,450.0,496.0,210.0,40.0,47.0,48.0,2781,KOVA
1625,1996,95,140.0,185.0,320.0,370.0,380.0,450.0,496.0,210.0,40.0,47.0,48.0,2781,KOVA
1626,1995,95,140.0,185.0,320.0,370.0,380.0,450.0,496.0,210.0,40.0,47.0,48.0,2781,KOVA
1627,1994,95,140.0,185.0,320.0,370.0,380.0,450.0,496.0,210.0,40.0,47.0,48.0,2781,KOVA
1628,1993,90,150.0,248.0,320.0,370.0,380.0,450.0,496.0,210.0,40.0,36.0,26.0,2816,KOVA
1629,1992,81,145.0,248.0,330.0,387.0,390.0,490.0,492.0,180.0,28.0,26.0,32.0,2829,KOVA
1630,1991,105,155.0,217.0,300.0,341.0,360.0,480.0,520.0,221.0,31.0,37.0,28.0,2795,KOVA
1631,1990,110,140.0,180.0,270.0,330.0,330.0,475.0,510.0,162.0,25.0,27.0,27.0,2586,KOVA
1632,1989,85,90.0,180.0,240.0,250.0,300.0,335.0,265.0,155.0,25.0,20.0,25.0,1970,KOVA
1633,1988,100,100.0,170.0,250.0,275.0,350.0,400.0,450.0,135.0,20.0,10.0,15.0,2275,KOVA
1634,1987,0,0.0,0.0,0.0,0.0,10.0,80.0,80.0,40.0,10.0,0.0,10.0,230,KOVA
1635,1986,100,140.0,100.0,100.0,10.0,100.0,150.0,300.0,40.0,10.0,10.0,25.0,1085,KOVA
1636,1985,50,50.0,115.0,100.0,50.0,75.0,300.0,300.0,200.0,10.0,30.0,25.0,1305,KOVA
1637,1984,30,50.0,115.0,100.0,70.0,90.0,260.0,200.0,100.0,10.0,25.0,25.0,1075,KOVA
1638,1983,45,45.0,115.0,195.0,125.0,300.0,650.0,650.0,140.0,20.0,30.0,50.0,2365,KOVA
1639,1982,0,0.0,0.0,275.0,350.0,300.0,1200.0,650.0,800.0,60.0,40.0,100.0,3775,KOVA
1640,2019,3651,10346.0,45779.0,55210.0,53461.0,76995.0,102436.0,72400.0,43525.0,48713.0,22247.0,16827.0,551590,MACA
1641,2018,7719,11148.0,49184.0,52052.0,56309.0,74990.0,101397.0,61888.0,44885.0,44821.0,21140.0,7673.0,533206,MACA
1642,2017,9842,11027.0,45290.0,60668.0,50498.0,82062.0,115323.0,84608.0,41365.0,48939.0,22779.0,15452.0,587853,MACA
1643,2016,11253,9541.0,48508.0,54541.0,50686.0,80641.0,119420.0,72008.0,46909.0,52302.0,24986.0,15719.0,586514,MACA
1644,2015,10855,7256.0,35734.0,54063.0,53402.0,77976.0,101179.0,104592.0,42206.0,44724.0,19240.0,15668.0,566895,MACA
1645,2014,7874,8162.0,39127.0,55227.0,49208.0,71277.0,103454.0,76675.0,33196.0,45590.0,18691.0,14147.0,522628,MACA
1646,2013,7795,8393.0,44118.0,48492.0,48245.0,78842.0,104055.0,71310.0,34847.0,15222.0,20067.0,13155.0,494541,MACA
1647,2012,7845,9473.0,43189.0,59442.0,48640.0,73889.0,97663.0,63890.0,34673.0,37098.0,20067.0,12185.0,508054,MACA
1648,2011,6889,7301.0,35195.0,54848.0,42377.0,66664.0,105659.0,61642.0,33530.0,38185.0,18470.0,12559.0,483319,MACA
1649,2010,6653,7299.0,36041.0,56275.0,41490.0,67955.0,107740.0,69905.0,36347.0,39291.0,18619.0,9610.0,497225,MACA
1650,2009,7775,7017.0,33248.0,51754.0,45077.0,70509.0,108505.0,72432.0,35527.0,37200.0,22726.0,12086.0,503856,MACA
1651,2008,7054,8830.0,37805.0,35825.0,43988.0,63600.0,92067.0,66694.0,24794.0,36364.0,18314.0,10839.0,446174,MACA
1652,2007,8468,7241.0,35698.0,49478.0,44526.0,66555.0,106132.0,62598.0,35703.0,39479.0,19583.0,11844.0,487305,MACA
1653,2006,22036,10776.0,37930.0,60784.0,50417.0,80033.0,128416.0,74710.0,47244.0,47891.0,22271.0,15426.0,597934,MACA
1654,2005,83583,76496.0,117729.0,160263.0,191388.0,220291.0,288849.0,241040.0,159409.0,143111.0,102913.0,92934.0,1878006,MACA
1655,2004,83723,78193.0,117950.0,158941.0,189744.0,214799.0,290655.0,259639.0,165896.0,139818.0,98800.0,90109.0,1888267,MACA
1656,2003,82516,72841.0,116210.0,159171.0,188335.0,217213.0,288435.0,261275.0,157770.0,127128.0,103854.0,94389.0,1869137,MACA
1657,2002,84214,77786.0,117227.0,162102.0,188346.0,219318.0,289792.0,256113.0,158911.0,141267.0,104066.0,92165.0,1891307,MACA
1658,2001,84248,76457.0,116177.0,156347.0,188844.0,218974.0,290654.0,255026.0,151840.0,142693.0,105273.0,97047.0,1883580,MACA
1659,2000,79362,80806.0,122133.0,147296.0,156386.0,203876.0,248998.0,202303.0,165179.0,148036.0,103125.0,91768.0,1749268,MACA
1660,1999,73891,71390.0,108260.0,144734.0,173504.0,192534.0,273025.0,199534.0,145026.0,127397.0,105035.0,96653.0,1710983,MACA
1661,1998,73200,80094.0,130411.0,150654.0,207603.0,261467.0,338644.0,301624.0,207551.0,175840.0,108956.0,77948.0,2113992,MACA
1662,1997,69655,68587.0,126527.0,167464.0,221359.0,259545.0,263199.0,305330.0,166438.0,161811.0,105556.0,82187.0,1997658,MACA
1663,1996,60604,81088.0,118192.0,152497.0,196004.0,223459.0,296946.0,266166.0,163971.0,153594.0,106298.0,78010.0,1896829,MACA
1664,1995,90393,82856.0,138473.0,182025.0,167693.0,220684.0,366220.0,240125.0,163981.0,151591.0,90445.0,41223.0,1935709,MACA
1665,1994,60231,74208.0,123510.0,142738.0,189280.0,271733.0,324676.0,285552.0,172591.0,162778.0,99549.0,103089.0,2009935,MACA
1666,1993,95423,94486.0,161633.0,192885.0,227802.0,325410.0,385616.0,339535.0,201691.0,172532.0,95021.0,104200.0,2396234,MACA
1667,1992,88092,73896.0,156955.0,201470.0,188841.0,376827.0,380233.0,356196.0,190564.0,168161.0,104562.0,107061.0,2392858,MACA
1668,1991,57212,72510.0,119232.0,165385.0,228195.0,253175.0,376291.0,338563.0,182265.0,165597.0,104418.0,95352.0,2158195,MACA
1669,1990,80526,53194.0,97443.0,126450.0,144859.0,241100.0,379886.0,294895.0,155965.0,182916.0,99123.0,68181.0,1924538,MACA
1670,1989,67506,56369.0,115784.0,129081.0,123912.0,205212.0,296418.0,260555.0,155002.0,138077.0,85527.0,39397.0,1672840,MACA
1671,1988,65985,57006.0,115062.0,105165.0,142990.0,252776.0,298364.0,253809.0,147642.0,134400.0,84393.0,78018.0,1735610,MACA
1672,1987,57591,64467.0,104514.0,129291.0,146033.0,196314.0,302438.0,217902.0,144598.0,147219.0,76845.0,49128.0,1636340,MACA
1673,1986,62196,42939.0,108708.0,118365.0,159901.0,212375.0,262542.0,252381.0,139436.0,119931.0,99526.0,68373.0,1646673,MACA
1674,1985,41633,51759.0,88062.0,133719.0,140294.0,206132.0,250764.0,238619.0,131645.0,90999.0,68160.0,66153.0,1507939,MACA
1675,1984,52446,59125.0,72855.0,104160.0,138747.0,197463.0,269086.0,219009.0,153215.0,95706.0,70398.0,69240.0,1501450,MACA
1676,1983,50820,53370.0,80112.0,99828.0,144742.0,190473.0,258128.0,221949.0,145764.0,119409.0,77616.0,56292.0,1498503,MACA
1677,1982,42495,48234.0,82521.0,105072.0,159901.0,197169.0,264400.0,232287.0,142435.0,117654.0,70275.0,64233.0,1526676,MACA
1678,1981,39627,46404.0,71544.0,89301.0,141085.0,191135.0,248149.0,217528.0,132009.0,100908.0,67320.0,59307.0,1404317,MACA
1679,1980,51540,43032.0,65949.0,109110.0,140112.0,202513.0,263763.0,231955.0,136944.0,112689.0,75669.0,62511.0,1495787,MACA
1680,1979,22275,23508.0,79881.0,111690.0,138046.0,176960.0,225700.0,217416.0,151588.0,91296.0,81924.0,64626.0,1384910,MACA
1681,2019,69916,85702.0,219070.0,107862.0,142403.0,302203.0,449968.0,290469.0,206226.0,105984.0,79674.0,0.0,2059477,INDU
1682,2018,70652,70450.0,128682.0,93585.0,143790.0,240295.0,421553.0,204010.0,167089.0,132862.0,52878.0,30233.0,1756079,INDU
1683,2017,60576,85561.0,90620.0,102570.0,149426.0,247641.0,319946.0,462357.0,405688.0,82494.0,87193.0,64399.0,2158471,INDU
1684,2016,56588,73072.0,90653.0,99945.0,175447.0,242632.0,308792.0,219929.0,179245.0,115180.0,82775.0,53965.0,1698223,INDU
1685,2015,55607,47594.0,93170.0,93419.0,141525.0,174125.0,362197.0,262479.0,169403.0,101082.0,75316.0,64278.0,1640195,INDU
1686,2014,40701,51423.0,85786.0,89324.0,161258.0,215070.0,283291.0,255908.0,144874.0,102336.0,64236.0,59165.0,1553372,INDU
1687,2013,54937,47432.0,77032.0,101281.0,144046.0,219493.0,357123.0,304087.0,190536.0,78671.0,62707.0,44350.0,1681695,INDU
1688,2012,58521,51948.0,106271.0,73145.0,194496.0,270881.0,361124.0,260821.0,160416.0,228117.0,67680.0,55961.0,1889381,INDU
1689,2011,53183,49952.0,70320.0,86951.0,172397.0,269168.0,421285.0,287267.0,147977.0,154666.0,67993.0,59354.0,1840513,INDU
1690,2010,55054,62911.0,82251.0,121602.0,254665.0,305983.0,454424.0,370482.0,182416.0,143659.0,66410.0,50488.0,2150345,INDU
1691,2009,42892,47599.0,110867.0,100971.0,207383.0,293039.0,392247.0,344229.0,178591.0,101558.0,80610.0,44582.0,1944568,INDU
1692,2008,103752,97179.0,67309.0,108459.0,147595.0,230591.0,387513.0,305361.0,140252.0,130188.0,61223.0,54174.0,1833596,INDU
1693,2007,101425,90281.0,121486.0,184872.0,227415.0,266917.0,308973.0,220205.0,183060.0,85851.0,87854.0,94005.0,1972344,INDU
1694,2006,79738,91209.0,142869.0,172698.0,237535.0,222296.0,323569.0,212657.0,166756.0,115264.0,95094.0,78447.0,1938132,INDU
1695,2005,47189,48589.0,95605.0,123495.0,164309.0,303310.0,358000.0,271500.0,176484.0,172414.0,294311.0,72130.0,2127336,INDU
1696,2004,48885,109572.0,120575.0,118005.0,142175.0,235216.0,296161.0,254818.0,241134.0,124739.0,64693.0,54357.0,1810330,INDU
1697,2003,62853,53175.0,113304.0,111582.0,153938.0,263749.0,310564.0,307753.0,163019.0,145072.0,205133.0,63307.0,1953449,INDU
1698,2002,72888,55749.0,80172.0,118132.0,152395.0,320537.0,312012.0,314204.0,187148.0,248675.0,78610.0,49419.0,1989941,INDU
1699,2001,51640,49950.0,85289.0,108564.0,148536.0,308612.0,342952.0,244250.0,174408.0,86090.0,79302.0,55811.0,1735404,INDU
1700,2000,60394,63790.0,97138.0,102971.0,196786.0,268247.0,350308.0,258377.0,161375.0,144658.0,71602.0,44582.0,1820228,INDU
1701,1999,49232,62552.0,99955.0,99194.0,235178.0,241590.0,313677.0,241890.0,165847.0,110558.0,80484.0,47890.0,1748047,INDU
1702,1998,59636,94263.0,90113.0,154915.0,219159.0,276936.0,320574.0,464760.0,168100.0,126475.0,76710.0,57148.0,2108789,INDU
1703,1997,50067,46304.0,82368.0,84975.0,136976.0,237642.0,279009.0,193447.0,140383.0,124887.0,59638.0,48086.0,1483782,INDU
1704,1996,37746,60815.0,84303.0,90460.0,127243.0,225302.0,262521.0,265620.0,148690.0,130235.0,52627.0,40604.0,1526166,INDU
